Experiment,Memory,Runtime,Detection delay,TP,FP,FN,Parameter
ADWIN,7176.0,66.47262499973294,,0.0,0.0,0.0,0.5210526315789474
BWAF,1024.0,106.16465600105585,,0.0,1.0,0.0,0.5210526315789474
CDDM,8944.0,93.87668600174948,,0.0,0.0,0.0,0.5210526315789474
CUSUM,880.0,36.34083399811061,,0.0,0.0,0.0,0.5210526315789474
DDM,904.0,40.421022997179534,,0.0,2.0,0.0,0.5210526315789474
EDDM,1440.0,39.52185100206407,,0.0,1.0,0.0,0.5210526315789474
EWMA,960.0,44.4903890020214,,0.0,2.0,0.0,0.5210526315789474
FHDDM,1744.0,36.23795499879634,,0.0,0.0,0.0,0.5210526315789474
FHDDMS,1920.0,55.56955500287586,,0.0,0.0,0.0,0.5210526315789474
FHDDMS.add,1224.0,42.139405999478186,,0.0,0.0,0.0,0.5210526315789474
HDDM.A.test,1296.0,54.861894001078326,,0.0,0.0,0.0,0.5210526315789474
HDDM.W.test,2424.0,54.5939889998408,,0.0,0.0,0.0,0.5210526315789474
MDDM.A.100,1976.0,97.43405200060806,,0.0,0.0,0.0,0.5210526315789474
MDDM.E.100,1968.0,73.83610399847385,,0.0,0.0,0.0,0.5210526315789474
MDDM.G.100,1968.0,85.00320500024827,,0.0,0.0,0.0,0.5210526315789474
NO_DETECTION,320.0,32.91079100017669,,0.0,0.0,0.0,0.5210526315789474
PageHinkley,960.0,35.52817099989625,,0.0,0.0,0.0,0.5210526315789474
RDDM,64024.0,44.084762997954385,,0.0,1.0,0.0,0.5210526315789474
SeqDrift2,70240.0,50.56053999942378,,0.0,0.0,0.0,0.5210526315789474
ADWIN,7112.0,69.84012199973222,,0.0,0.0,0.0,0.5210526315789474
BWAF,1024.0,101.77584200209822,,0.0,0.0,0.0,0.5210526315789474
CDDM,8944.0,101.02875899974606,,0.0,0.0,0.0,0.5210526315789474
CUSUM,880.0,36.023324999405304,,0.0,0.0,0.0,0.5210526315789474
DDM,904.0,37.0819029994891,,0.0,0.0,0.0,0.5210526315789474
EDDM,1472.0,34.32851300021866,,0.0,2.0,0.0,0.5210526315789474
EWMA,960.0,41.550819001713535,,0.0,3.0,0.0,0.5210526315789474
FHDDM,1744.0,41.82656100238091,,0.0,0.0,0.0,0.5210526315789474
FHDDMS,1920.0,57.360497001354815,,0.0,0.0,0.0,0.5210526315789474
FHDDMS.add,1224.0,41.97697100244113,,0.0,0.0,0.0,0.5210526315789474
HDDM.A.test,1296.0,54.098456999781774,,0.0,0.0,0.0,0.5210526315789474
HDDM.W.test,2520.0,59.033938003267394,,0.0,0.0,0.0,0.5210526315789474
MDDM.A.100,1976.0,94.27024199976586,,0.0,0.0,0.0,0.5210526315789474
MDDM.E.100,1968.0,66.98428099844023,,0.0,0.0,0.0,0.5210526315789474
MDDM.G.100,1968.0,71.94367199917906,,0.0,0.0,0.0,0.5210526315789474
NO_DETECTION,320.0,33.626952001213795,,0.0,0.0,0.0,0.5210526315789474
PageHinkley,960.0,36.438809998799115,,0.0,0.0,0.0,0.5210526315789474
RDDM,64024.0,45.36502699920675,,0.0,2.0,0.0,0.5210526315789474
SeqDrift2,70240.0,51.467016000970034,,0.0,0.0,0.0,0.5210526315789474
ADWIN,7168.0,66.8476440005179,,0.0,0.0,0.0,0.5210526315789474
BWAF,1024.0,106.19910900277318,,0.0,3.0,0.0,0.5210526315789474
CDDM,8944.0,109.45982799967169,,0.0,0.0,0.0,0.5210526315789474
CUSUM,880.0,37.538022002991056,,0.0,0.0,0.0,0.5210526315789474
DDM,904.0,37.37827199802268,,0.0,0.0,0.0,0.5210526315789474
EDDM,1472.0,35.701215001608944,,0.0,6.0,0.0,0.5210526315789474
EWMA,960.0,49.560625997401075,,0.0,5.0,0.0,0.5210526315789474
FHDDM,1744.0,39.827327000239165,,0.0,0.0,0.0,0.5210526315789474
FHDDMS,1920.0,58.58747700040112,,0.0,0.0,0.0,0.5210526315789474
FHDDMS.add,1224.0,41.84946099849185,,0.0,0.0,0.0,0.5210526315789474
HDDM.A.test,1296.0,51.37884500072687,,0.0,0.0,0.0,0.5210526315789474
HDDM.W.test,2520.0,53.13694199867314,,0.0,0.0,0.0,0.5210526315789474
MDDM.A.100,1976.0,93.664626001555,,0.0,0.0,0.0,0.5210526315789474
MDDM.E.100,1968.0,76.16076200065436,,0.0,0.0,0.0,0.5210526315789474
MDDM.G.100,1968.0,78.42660000096657,,0.0,0.0,0.0,0.5210526315789474
NO_DETECTION,320.0,36.48669600079302,,0.0,0.0,0.0,0.5210526315789474
PageHinkley,960.0,38.23043000011239,,0.0,0.0,0.0,0.5210526315789474
RDDM,64024.0,43.163340000319295,,0.0,1.0,0.0,0.5210526315789474
SeqDrift2,70240.0,47.599389999959385,,0.0,0.0,0.0,0.5210526315789474
ADWIN,7104.0,66.24166099936701,,0.0,0.0,0.0,0.5210526315789474
BWAF,1024.0,100.17154000161099,,0.0,1.0,0.0,0.5210526315789474
CDDM,8944.0,115.382256997691,,0.0,0.0,0.0,0.5210526315789474
CUSUM,880.0,38.88276999714435,,0.0,0.0,0.0,0.5210526315789474
DDM,904.0,38.88509299940779,,0.0,1.0,0.0,0.5210526315789474
EDDM,1472.0,36.14491400003317,,0.0,1.0,0.0,0.5210526315789474
EWMA,960.0,43.74098900007084,,0.0,4.0,0.0,0.5210526315789474
FHDDM,1744.0,39.5609629995306,,0.0,0.0,0.0,0.5210526315789474
FHDDMS,1920.0,53.962957001203904,,0.0,0.0,0.0,0.5210526315789474
FHDDMS.add,1224.0,39.68610300216824,,0.0,0.0,0.0,0.5210526315789474
HDDM.A.test,1232.0,52.32743099986692,,0.0,0.0,0.0,0.5210526315789474
HDDM.W.test,2520.0,51.97159799718065,,0.0,0.0,0.0,0.5210526315789474
MDDM.A.100,1976.0,90.30131600229652,,0.0,0.0,0.0,0.5210526315789474
MDDM.E.100,1968.0,68.33687799735344,,0.0,0.0,0.0,0.5210526315789474
MDDM.G.100,1968.0,72.92032100303913,,0.0,0.0,0.0,0.5210526315789474
NO_DETECTION,320.0,36.07352600010927,,0.0,0.0,0.0,0.5210526315789474
PageHinkley,960.0,35.91071999835549,,0.0,0.0,0.0,0.5210526315789474
RDDM,64024.0,39.50560700104688,,0.0,1.0,0.0,0.5210526315789474
SeqDrift2,70240.0,48.771789002785226,,0.0,0.0,0.0,0.5210526315789474
ADWIN,7072.0,65.42337399878306,,0.0,0.0,0.0,0.5210526315789474
BWAF,1024.0,99.86830500201904,,0.0,1.0,0.0,0.5210526315789474
CDDM,8944.0,95.45138199973735,,0.0,0.0,0.0,0.5210526315789474
CUSUM,880.0,36.355659998662304,,0.0,0.0,0.0,0.5210526315789474
DDM,904.0,42.30832200119039,,0.0,0.0,0.0,0.5210526315789474
EDDM,1440.0,38.04159200080903,,0.0,3.0,0.0,0.5210526315789474
EWMA,960.0,51.7759450012818,,0.0,8.0,0.0,0.5210526315789474
FHDDM,1744.0,36.803517999942414,,0.0,0.0,0.0,0.5210526315789474
FHDDMS,1920.0,52.947011001378996,,0.0,0.0,0.0,0.5210526315789474
FHDDMS.add,1224.0,41.63263400187134,,0.0,0.0,0.0,0.5210526315789474
HDDM.A.test,1264.0,51.75061499903677,,0.0,0.0,0.0,0.5210526315789474
HDDM.W.test,2520.0,52.773692998016486,,0.0,0.0,0.0,0.5210526315789474
MDDM.A.100,1976.0,91.42487000281108,,0.0,0.0,0.0,0.5210526315789474
MDDM.E.100,1968.0,70.60901800286956,,0.0,0.0,0.0,0.5210526315789474
MDDM.G.100,1968.0,80.24426799966022,,0.0,0.0,0.0,0.5210526315789474
NO_DETECTION,320.0,37.597695998556446,,0.0,0.0,0.0,0.5210526315789474
PageHinkley,960.0,42.59366299811518,,0.0,0.0,0.0,0.5210526315789474
RDDM,64024.0,43.323145000613295,,0.0,1.0,0.0,0.5210526315789474
SeqDrift2,70240.0,46.824955999909434,,0.0,0.0,0.0,0.5210526315789474
ADWIN,7168.0,68.70212300054845,,0.0,0.0,0.0,0.5210526315789474
BWAF,1024.0,102.20374599884963,,0.0,0.0,0.0,0.5210526315789474
CDDM,8944.0,111.80598200007807,,0.0,0.0,0.0,0.5210526315789474
CUSUM,880.0,43.98549899997306,,0.0,0.0,0.0,0.5210526315789474
DDM,856.0,37.9283519978344,,0.0,0.0,0.0,0.5210526315789474
EDDM,1472.0,39.52280999874347,,0.0,0.0,0.0,0.5210526315789474
EWMA,960.0,42.34606200043345,,0.0,3.0,0.0,0.5210526315789474
FHDDM,1744.0,37.60755199982668,,0.0,0.0,0.0,0.5210526315789474
FHDDMS,1920.0,52.208891000191215,,0.0,0.0,0.0,0.5210526315789474
FHDDMS.add,1224.0,41.83458800252993,,0.0,0.0,0.0,0.5210526315789474
HDDM.A.test,1232.0,51.91309799920418,,0.0,0.0,0.0,0.5210526315789474
HDDM.W.test,2520.0,54.5948649996717,,0.0,0.0,0.0,0.5210526315789474
MDDM.A.100,1976.0,96.00272399984533,,0.0,0.0,0.0,0.5210526315789474
MDDM.E.100,1968.0,70.292172000336,,0.0,0.0,0.0,0.5210526315789474
MDDM.G.100,1968.0,70.54221500220592,,0.0,0.0,0.0,0.5210526315789474
NO_DETECTION,320.0,34.57978599908529,,0.0,0.0,0.0,0.5210526315789474
PageHinkley,960.0,38.22128999672714,,0.0,0.0,0.0,0.5210526315789474
RDDM,64024.0,48.30723700069939,,0.0,0.0,0.0,0.5210526315789474
SeqDrift2,70240.0,48.02866599857225,,0.0,0.0,0.0,0.5210526315789474
ADWIN,7144.0,66.78429399835295,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,102.72643899952527,,0.0,1.0,0.0,0.5731578947368421
CDDM,8944.0,96.97761600182275,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,38.7344260016107,,0.0,0.0,0.0,0.5731578947368421
DDM,904.0,40.73165099907783,,0.0,0.0,0.0,0.5731578947368421
EDDM,1440.0,37.47692900287802,,0.0,5.0,0.0,0.5731578947368421
EWMA,960.0,43.68170599991572,,0.0,1.0,0.0,0.5731578947368421
FHDDM,1744.0,36.06480099915643,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,51.829824999003904,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,41.034945999854244,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1296.0,53.26213399894186,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,52.37598799794796,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,91.55552800075384,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,81.53749900156981,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,83.79646899993531,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,45.67146599947591,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,35.36211599930539,,0.0,0.0,0.0,0.5731578947368421
RDDM,63976.0,41.42037100245943,,0.0,1.0,0.0,0.5731578947368421
SeqDrift2,70240.0,44.941912001377204,,0.0,0.0,0.0,0.5731578947368421
ADWIN,7136.0,66.32320200151298,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,98.93021999960183,,0.0,2.0,0.0,0.5731578947368421
CDDM,8944.0,95.81768600037321,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,37.87250700042932,,0.0,0.0,0.0,0.5731578947368421
DDM,856.0,51.12268800075981,,0.0,0.0,0.0,0.5731578947368421
EDDM,1472.0,35.387726999033475,,0.0,5.0,0.0,0.5731578947368421
EWMA,960.0,43.246614000963746,,0.0,6.0,0.0,0.5731578947368421
FHDDM,1744.0,37.28472600050736,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,52.46759199872031,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,40.1890649991401,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1296.0,52.69381999823963,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,53.085653999005444,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,97.32105000148294,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,65.61261199749424,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,73.37694699890562,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,34.70666499924846,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,35.813747002976015,,0.0,0.0,0.0,0.5731578947368421
RDDM,64024.0,40.32674500194844,,0.0,0.0,0.0,0.5731578947368421
SeqDrift2,70240.0,47.767596999619855,,0.0,0.0,0.0,0.5731578947368421
ADWIN,7112.0,66.87296999734826,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,113.1960889979382,,0.0,2.0,0.0,0.5731578947368421
CDDM,8944.0,108.77283700028784,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,36.724467001477024,,0.0,0.0,0.0,0.5731578947368421
DDM,904.0,38.698748001479544,,0.0,0.0,0.0,0.5731578947368421
EDDM,1472.0,35.241328998381505,,0.0,0.0,0.0,0.5731578947368421
EWMA,960.0,41.830861002381425,,0.0,4.0,0.0,0.5731578947368421
FHDDM,1744.0,36.90035299950978,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,55.313745000603376,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,40.44546899967827,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1264.0,55.295046000537695,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,52.65044000043417,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,90.87949199965806,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,66.39620400164858,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,72.65044800078613,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,34.07350899942685,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,36.064264000742696,,0.0,0.0,0.0,0.5731578947368421
RDDM,64024.0,40.870914002880454,,0.0,1.0,0.0,0.5731578947368421
SeqDrift2,70240.0,47.858973000984406,,0.0,0.0,0.0,0.5731578947368421
ADWIN,7112.0,65.60930799969356,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,101.24543699930655,,0.0,1.0,0.0,0.5731578947368421
CDDM,8944.0,96.80055500211893,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,36.81216000040877,,0.0,0.0,0.0,0.5731578947368421
DDM,904.0,37.909966998995515,,0.0,1.0,0.0,0.5731578947368421
EDDM,1472.0,35.09434100124054,,0.0,4.0,0.0,0.5731578947368421
EWMA,960.0,41.374962998816045,,0.0,5.0,0.0,0.5731578947368421
FHDDM,1744.0,46.95601099956548,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,51.63007399823982,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,42.36871800094377,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1296.0,52.064128998608794,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,53.56915599986678,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,91.31636100210017,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,68.37803500093287,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,69.74359699961497,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,36.15175999948406,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,35.771463000855874,,0.0,0.0,0.0,0.5731578947368421
RDDM,64024.0,41.344065000885166,,0.0,0.0,0.0,0.5731578947368421
SeqDrift2,70240.0,46.511434000422014,,0.0,0.0,0.0,0.5731578947368421
ADWIN,7080.0,67.27209100063192,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,100.53208399767755,,0.0,1.0,0.0,0.5731578947368421
CDDM,8944.0,93.86549700138858,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,36.5520129998913,,0.0,0.0,0.0,0.5731578947368421
DDM,904.0,39.237512999534374,,0.0,1.0,0.0,0.5731578947368421
EDDM,1440.0,34.61578800124698,,0.0,5.0,0.0,0.5731578947368421
EWMA,960.0,41.303265003080014,,0.0,3.0,0.0,0.5731578947368421
FHDDM,1744.0,36.74233700076002,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,53.13687300076708,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,40.18848199848435,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1296.0,51.402509001491126,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,52.82928500309936,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,97.80029199828277,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,67.63950899767224,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,70.71198999983608,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,33.53046999836806,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,35.272606000944506,,0.0,0.0,0.0,0.5731578947368421
RDDM,64024.0,41.92155000055209,,0.0,1.0,0.0,0.5731578947368421
SeqDrift2,70240.0,45.65650600125082,,0.0,0.0,0.0,0.5731578947368421
ADWIN,7112.0,67.55595999857178,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,116.27640200094902,,0.0,0.0,0.0,0.5731578947368421
CDDM,8944.0,96.27038100006757,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,36.67376099838293,,0.0,0.0,0.0,0.5731578947368421
DDM,856.0,38.34386600283324,,0.0,0.0,0.0,0.5731578947368421
EDDM,1472.0,37.36981999827549,,0.0,4.0,0.0,0.5731578947368421
EWMA,960.0,46.50166500141495,,0.0,5.0,0.0,0.5731578947368421
FHDDM,1744.0,40.94003499994869,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,54.72403800013126,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,40.793962998577626,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1296.0,53.92406000100891,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,51.58307199963019,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,96.04385700004059,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,66.6437190011493,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,69.70608099800302,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,32.82066900283098,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,42.57211999720312,,0.0,0.0,0.0,0.5731578947368421
RDDM,64024.0,41.35255100118229,,0.0,0.0,0.0,0.5731578947368421
SeqDrift2,70240.0,45.948711998789804,,0.0,0.0,0.0,0.5731578947368421
ADWIN,7168.0,66.93331099813804,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,101.62349199890741,,0.0,1.0,0.0,0.5731578947368421
CDDM,8944.0,92.45156399992993,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,36.4642519998597,,0.0,0.0,0.0,0.5731578947368421
DDM,904.0,37.88635800083284,,0.0,0.0,0.0,0.5731578947368421
EDDM,1472.0,35.584605000622105,,0.0,6.0,0.0,0.5731578947368421
EWMA,960.0,39.995477000047686,,0.0,2.0,0.0,0.5731578947368421
FHDDM,1744.0,37.69659900353872,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,52.3210770006699,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,40.18751600233372,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1264.0,54.713172001356725,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,54.54457700034254,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,91.82900599989807,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,82.5963919996866,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,69.35692800107063,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,33.2055360013328,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,35.71470200040494,,0.0,0.0,0.0,0.5731578947368421
RDDM,64024.0,40.66921599951456,,0.0,0.0,0.0,0.5731578947368421
SeqDrift2,70240.0,46.222213000874035,,0.0,0.0,0.0,0.5731578947368421
ADWIN,7144.0,66.5527019991714,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,99.15196500151069,,0.0,1.0,0.0,0.5731578947368421
CDDM,8944.0,105.63491599896224,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,36.35053800098831,,0.0,0.0,0.0,0.5731578947368421
DDM,856.0,37.61219800071558,,0.0,0.0,0.0,0.5731578947368421
EDDM,1472.0,34.75071900174953,,0.0,0.0,0.0,0.5731578947368421
EWMA,960.0,41.82972700073151,,0.0,3.0,0.0,0.5731578947368421
FHDDM,1744.0,35.759300997597165,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,53.532648998952936,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,42.606094997609034,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1264.0,54.804923998744925,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,52.8225720008777,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,96.60844999962137,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,69.25115500052925,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,74.21883300048648,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,35.57634000026155,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,37.92191699903924,,0.0,0.0,0.0,0.5731578947368421
RDDM,63976.0,42.897789000562625,,0.0,0.0,0.0,0.5731578947368421
SeqDrift2,70240.0,58.19927899938193,,0.0,0.0,0.0,0.5731578947368421
ADWIN,7080.0,68.24615100049414,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,104.26680400269106,,0.0,0.0,0.0,0.5731578947368421
CDDM,8944.0,111.97906799861812,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,39.672775001236005,,0.0,0.0,0.0,0.5731578947368421
DDM,904.0,44.88308799773222,,0.0,0.0,0.0,0.5731578947368421
EDDM,1472.0,35.74688799926662,,0.0,5.0,0.0,0.5731578947368421
EWMA,960.0,45.21844500050065,,0.0,5.0,0.0,0.5731578947368421
FHDDM,1744.0,45.621383000252536,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,54.274850001093,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,41.40883099898929,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1296.0,51.139642997441115,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,53.260876000422286,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,95.09864700157777,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,71.07640299727791,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,84.42821900098352,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,36.296663998655276,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,36.31416699863621,,0.0,0.0,0.0,0.5731578947368421
RDDM,64024.0,40.89132199806045,,0.0,1.0,0.0,0.5731578947368421
SeqDrift2,70240.0,46.75973999837879,,0.0,0.0,0.0,0.5731578947368421
ADWIN,7200.0,67.35106400083168,,0.0,0.0,0.0,0.5731578947368421
BWAF,1024.0,102.26932600198779,,0.0,3.0,0.0,0.5731578947368421
CDDM,8944.0,115.17744299999322,,0.0,0.0,0.0,0.5731578947368421
CUSUM,880.0,39.64828099924489,,0.0,0.0,0.0,0.5731578947368421
DDM,904.0,41.718287000549026,,0.0,0.0,0.0,0.5731578947368421
EDDM,1472.0,36.30684300151188,,0.0,4.0,0.0,0.5731578947368421
EWMA,960.0,44.769902000552975,,0.0,6.0,0.0,0.5731578947368421
FHDDM,1744.0,40.713900001719594,,0.0,0.0,0.0,0.5731578947368421
FHDDMS,1920.0,53.9269510009035,,0.0,0.0,0.0,0.5731578947368421
FHDDMS.add,1224.0,40.670981998118805,,0.0,0.0,0.0,0.5731578947368421
HDDM.A.test,1296.0,52.641485002823174,,0.0,0.0,0.0,0.5731578947368421
HDDM.W.test,2520.0,65.91031000061776,,0.0,0.0,0.0,0.5731578947368421
MDDM.A.100,1976.0,102.72519700083649,,0.0,0.0,0.0,0.5731578947368421
MDDM.E.100,1968.0,67.41387200236204,,0.0,0.0,0.0,0.5731578947368421
MDDM.G.100,1968.0,74.90996199703659,,0.0,0.0,0.0,0.5731578947368421
NO_DETECTION,320.0,35.83751299811411,,0.0,0.0,0.0,0.5731578947368421
PageHinkley,960.0,42.847232001804514,,0.0,0.0,0.0,0.5731578947368421
RDDM,64024.0,42.85735599842155,,0.0,0.0,0.0,0.5731578947368421
SeqDrift2,70240.0,48.723545001848834,,0.0,0.0,0.0,0.5731578947368421
ADWIN,6576.0,80.35450800161925,,0.0,1.0,0.0,0.6252631578947369
BWAF,1024.0,100.88173399708467,,0.0,1.0,0.0,0.6252631578947369
CDDM,8944.0,101.62813500210177,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,40.68991700114566,,0.0,0.0,0.0,0.6252631578947369
DDM,904.0,38.9835790010693,,0.0,0.0,0.0,0.6252631578947369
EDDM,1472.0,34.36380600032862,,0.0,3.0,0.0,0.6252631578947369
EWMA,960.0,43.83453400077997,,0.0,8.0,0.0,0.6252631578947369
FHDDM,1744.0,37.7414750000753,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,55.25513099928503,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,40.055137000308605,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1296.0,52.80786599905696,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2520.0,52.9886499971326,,0.0,0.0,0.0,0.6252631578947369
MDDM.A.100,1976.0,96.28340400013258,,0.0,0.0,0.0,0.6252631578947369
MDDM.E.100,1968.0,69.8870030028047,,0.0,0.0,0.0,0.6252631578947369
MDDM.G.100,1968.0,70.91243399918312,,0.0,0.0,0.0,0.6252631578947369
NO_DETECTION,320.0,35.778678000497166,,0.0,0.0,0.0,0.6252631578947369
PageHinkley,960.0,39.347090998489875,,0.0,0.0,0.0,0.6252631578947369
RDDM,64024.0,40.83106300095096,,0.0,1.0,0.0,0.6252631578947369
SeqDrift2,70240.0,45.618652999110054,,0.0,0.0,0.0,0.6252631578947369
ADWIN,7136.0,65.88477900004364,,0.0,0.0,0.0,0.6252631578947369
BWAF,1024.0,102.55361300005461,,0.0,2.0,0.0,0.6252631578947369
CDDM,8944.0,97.80742800285225,,0.0,0.0,0.0,0.6252631578947369
CUSUM,880.0,37.32202099854476,,0.0,0.0,0.0,0.6252631578947369
DDM,904.0,39.88105000098585,,0.0,0.0,0.0,0.6252631578947369
EDDM,1472.0,38.326668000081554,,0.0,4.0,0.0,0.6252631578947369
EWMA,960.0,40.391483998973854,,0.0,7.0,0.0,0.6252631578947369
FHDDM,1744.0,36.71044799921219,,0.0,0.0,0.0,0.6252631578947369
FHDDMS,1920.0,52.585202996851876,,0.0,0.0,0.0,0.6252631578947369
FHDDMS.add,1224.0,40.130442001100164,,0.0,0.0,0.0,0.6252631578947369
HDDM.A.test,1296.0,52.39801200150396,,0.0,0.0,0.0,0.6252631578947369
HDDM.W.test,2520.0,53.19576799956849,,0.0,0.0,0.0,0.6252631578947369
