Experiment,Memory,Runtime,Detection delay,TP,FP,FN,Parameter
HDDM.A.test,1168.0,59.29323300006217,,0.0,0.0,0.0,0.9378947368421053
HDDM.W.test,2520.0,63.75496900000144,,0.0,0.0,0.0,0.9378947368421053
MDDM.A.100,1976.0,90.81188500204007,,0.0,0.0,0.0,0.9378947368421053
MDDM.E.100,1968.0,66.7074919983861,,0.0,0.0,0.0,0.9378947368421053
MDDM.G.100,1968.0,70.10943999921437,,0.0,0.0,0.0,0.9378947368421053
NO_DETECTION,320.0,33.239111999137094,,0.0,0.0,0.0,0.9378947368421053
PageHinkley,960.0,35.67411599942716,,0.0,0.0,0.0,0.9378947368421053
RDDM,63976.0,40.30347599837114,,0.0,0.0,0.0,0.9378947368421053
SeqDrift2,30272.0,44.68111000096542,,0.0,1.0,0.0,0.9378947368421053
ADWIN,6376.0,68.96123299884493,,0.0,1.0,0.0,0.9378947368421053
BWAF,1024.0,102.69739800060051,,0.0,0.0,0.0,0.9378947368421053
CDDM,8944.0,96.3253240006452,,0.0,0.0,0.0,0.9378947368421053
CUSUM,880.0,37.19623600045452,,0.0,0.0,0.0,0.9378947368421053
DDM,856.0,38.68282999974326,,0.0,0.0,0.0,0.9378947368421053
EDDM,1472.0,33.79473200038774,,0.0,4.0,0.0,0.9378947368421053
EWMA,960.0,42.533948999334825,,0.0,1.0,0.0,0.9378947368421053
FHDDM,1744.0,36.11239699966973,,0.0,0.0,0.0,0.9378947368421053
FHDDMS,1896.0,63.794899000640726,,0.0,0.0,0.0,0.9378947368421053
FHDDMS.add,1224.0,50.71749200214981,,0.0,0.0,0.0,0.9378947368421053
HDDM.A.test,1168.0,50.570971998240566,,0.0,0.0,0.0,0.9378947368421053
HDDM.W.test,2520.0,51.8496229997254,,0.0,0.0,0.0,0.9378947368421053
MDDM.A.100,1976.0,92.58100800070679,,0.0,0.0,0.0,0.9378947368421053
MDDM.E.100,1968.0,66.51128899829928,,0.0,0.0,0.0,0.9378947368421053
MDDM.G.100,1968.0,69.96029199945042,,0.0,0.0,0.0,0.9378947368421053
NO_DETECTION,320.0,33.65813799973694,,0.0,0.0,0.0,0.9378947368421053
PageHinkley,960.0,35.80532699925243,,0.0,0.0,0.0,0.9378947368421053
RDDM,63976.0,53.52058800053783,,0.0,1.0,0.0,0.9378947368421053
SeqDrift2,30272.0,45.71806600142736,,0.0,1.0,0.0,0.9378947368421053
ADWIN,6376.0,65.2020880006603,,0.0,1.0,0.0,0.9378947368421053
BWAF,1024.0,101.75934500148287,,0.0,1.0,0.0,0.9378947368421053
CDDM,8944.0,93.23635500186356,,0.0,0.0,0.0,0.9378947368421053
CUSUM,880.0,36.46554700026172,,0.0,0.0,0.0,0.9378947368421053
DDM,856.0,37.21274000054109,,0.0,1.0,0.0,0.9378947368421053
EDDM,1472.0,34.17711799920653,,0.0,2.0,0.0,0.9378947368421053
EWMA,960.0,40.700640998693416,,0.0,3.0,0.0,0.9378947368421053
FHDDM,1744.0,36.68654900320689,,0.0,0.0,0.0,0.9378947368421053
FHDDMS,1896.0,52.70795199976419,,0.0,0.0,0.0,0.9378947368421053
FHDDMS.add,1224.0,41.67128799963393,,0.0,0.0,0.0,0.9378947368421053
HDDM.A.test,1168.0,49.27469399990514,,0.0,0.0,0.0,0.9378947368421053
HDDM.W.test,2520.0,52.41766999824904,,0.0,0.0,0.0,0.9378947368421053
MDDM.A.100,1952.0,89.85009699972579,,0.0,0.0,0.0,0.9378947368421053
MDDM.E.100,1968.0,66.89967100101057,,0.0,0.0,0.0,0.9378947368421053
MDDM.G.100,1944.0,69.38405799883185,,0.0,0.0,0.0,0.9378947368421053
NO_DETECTION,320.0,33.13791600157856,,0.0,0.0,0.0,0.9378947368421053
PageHinkley,960.0,34.69571900131996,,0.0,0.0,0.0,0.9378947368421053
RDDM,63976.0,39.96048200133373,,0.0,1.0,0.0,0.9378947368421053
SeqDrift2,30272.0,45.68510500030243,,0.0,1.0,0.0,0.9378947368421053
ADWIN,6384.0,65.49629200162599,,0.0,1.0,0.0,0.9378947368421053
BWAF,1024.0,99.56707600213122,,0.0,1.0,0.0,0.9378947368421053
CDDM,8944.0,103.49849100020947,,0.0,0.0,0.0,0.9378947368421053
CUSUM,880.0,36.84626100221067,,0.0,0.0,0.0,0.9378947368421053
DDM,856.0,38.214667001739144,,0.0,0.0,0.0,0.9378947368421053
EDDM,1472.0,34.67547200125409,,0.0,2.0,0.0,0.9378947368421053
EWMA,960.0,41.212396001355955,,0.0,2.0,0.0,0.9378947368421053
FHDDM,1744.0,36.049529000592884,,0.0,0.0,0.0,0.9378947368421053
FHDDMS,1920.0,51.83215299985022,,0.0,0.0,0.0,0.9378947368421053
FHDDMS.add,1224.0,40.442045999952825,,0.0,0.0,0.0,0.9378947368421053
HDDM.A.test,1168.0,53.80769700059318,,0.0,0.0,0.0,0.9378947368421053
HDDM.W.test,2520.0,52.36543499995605,,0.0,0.0,0.0,0.9378947368421053
MDDM.A.100,1976.0,91.30627999911667,,0.0,0.0,0.0,0.9378947368421053
MDDM.E.100,1944.0,66.60980100059533,,0.0,0.0,0.0,0.9378947368421053
MDDM.G.100,1944.0,70.96102200011956,,0.0,0.0,0.0,0.9378947368421053
NO_DETECTION,320.0,33.743491003406234,,0.0,0.0,0.0,0.9378947368421053
PageHinkley,960.0,35.6434809982602,,0.0,0.0,0.0,0.9378947368421053
RDDM,63976.0,41.5179170013289,,0.0,0.0,0.0,0.9378947368421053
SeqDrift2,30272.0,45.70110300119268,,0.0,1.0,0.0,0.9378947368421053
ADWIN,6376.0,65.23550199926831,,0.0,1.0,0.0,0.9378947368421053
BWAF,1024.0,101.83267599859391,,0.0,1.0,0.0,0.9378947368421053
CDDM,8944.0,95.07546200256911,,0.0,0.0,0.0,0.9378947368421053
CUSUM,880.0,36.62292100125342,,0.0,0.0,0.0,0.9378947368421053
DDM,856.0,37.57469999982277,,0.0,0.0,0.0,0.9378947368421053
EDDM,1472.0,34.600568000314524,,0.0,4.0,0.0,0.9378947368421053
EWMA,960.0,44.9971039997763,,0.0,2.0,0.0,0.9378947368421053
FHDDM,1744.0,48.95659199974034,,0.0,0.0,0.0,0.9378947368421053
FHDDMS,1896.0,60.344559999066405,,0.0,0.0,0.0,0.9378947368421053
FHDDMS.add,1224.0,40.04846999669098,,0.0,0.0,0.0,0.9378947368421053
HDDM.A.test,1168.0,49.533678000443615,,0.0,0.0,0.0,0.9378947368421053
HDDM.W.test,2520.0,53.02450000090175,,0.0,0.0,0.0,0.9378947368421053
MDDM.A.100,1976.0,91.50884299742756,,0.0,0.0,0.0,0.9378947368421053
MDDM.E.100,1968.0,67.23114000124042,,0.0,0.0,0.0,0.9378947368421053
MDDM.G.100,1944.0,70.18735399833531,,0.0,0.0,0.0,0.9378947368421053
NO_DETECTION,320.0,33.70567700039828,,0.0,0.0,0.0,0.9378947368421053
PageHinkley,960.0,48.60987700158148,,0.0,0.0,0.0,0.9378947368421053
RDDM,63976.0,52.661419998912606,,0.0,1.0,0.0,0.9378947368421053
SeqDrift2,30272.0,46.4003170018259,,0.0,1.0,0.0,0.9378947368421053
ADWIN,6288.0,65.95734199800063,,0.0,1.0,0.0,0.99
BWAF,1024.0,102.51196699755383,,0.0,2.0,0.0,0.99
CDDM,8944.0,96.3765960004821,,0.0,0.0,0.0,0.99
CUSUM,880.0,38.40489700087346,,0.0,0.0,0.0,0.99
DDM,856.0,37.11028299949248,,0.0,0.0,0.0,0.99
EDDM,1472.0,35.6165589982993,,0.0,3.0,0.0,0.99
EWMA,952.0,45.22269199878792,,0.0,5.0,0.0,0.99
FHDDM,1720.0,36.27689399945666,,0.0,0.0,0.0,0.99
FHDDMS,1896.0,53.33328199776588,,0.0,0.0,0.0,0.99
FHDDMS.add,1224.0,40.3763570029696,,0.0,0.0,0.0,0.99
HDDM.A.test,1168.0,50.019758000416914,,0.0,0.0,0.0,0.99
HDDM.W.test,2520.0,54.461924999486655,,0.0,0.0,0.0,0.99
MDDM.A.100,1952.0,91.5472310007317,,0.0,0.0,0.0,0.99
MDDM.E.100,1968.0,68.28538799891248,,0.0,0.0,0.0,0.99
MDDM.G.100,1944.0,82.94782499797293,,0.0,0.0,0.0,0.99
NO_DETECTION,320.0,36.135819002083736,,0.0,0.0,0.0,0.99
PageHinkley,960.0,36.40028399968287,,0.0,0.0,0.0,0.99
RDDM,63976.0,40.28160500092781,,0.0,0.0,0.0,0.99
SeqDrift2,30272.0,45.87044499930926,,0.0,1.0,0.0,0.99
ADWIN,6312.0,65.22588399820961,,0.0,1.0,0.0,0.99
BWAF,1024.0,100.06622500077356,,0.0,0.0,0.0,0.99
CDDM,8944.0,92.87710600256105,,0.0,0.0,0.0,0.99
CUSUM,880.0,36.36076700058766,,0.0,0.0,0.0,0.99
DDM,856.0,50.843051001720596,,0.0,0.0,0.0,0.99
EDDM,1472.0,34.69576700081234,,0.0,0.0,0.0,0.99
EWMA,960.0,41.21432200190611,,0.0,3.0,0.0,0.99
FHDDM,1720.0,36.080318997846916,,0.0,0.0,0.0,0.99
FHDDMS,1896.0,51.93213899838156,,0.0,0.0,0.0,0.99
FHDDMS.add,1224.0,41.59573800279759,,0.0,0.0,0.0,0.99
HDDM.A.test,1168.0,49.32197399830329,,0.0,0.0,0.0,0.99
HDDM.W.test,2520.0,51.17257800156949,,0.0,0.0,0.0,0.99
MDDM.A.100,1952.0,91.7952689997037,,0.0,0.0,0.0,0.99
MDDM.E.100,1944.0,66.31535300039104,,0.0,0.0,0.0,0.99
MDDM.G.100,1944.0,70.31666200055042,,0.0,0.0,0.0,0.99
NO_DETECTION,320.0,32.86481599934632,,0.0,0.0,0.0,0.99
PageHinkley,960.0,35.7847289997153,,0.0,0.0,0.0,0.99
RDDM,63976.0,39.627236998057924,,0.0,1.0,0.0,0.99
SeqDrift2,30272.0,45.3508509999665,,0.0,1.0,0.0,0.99
ADWIN,6344.0,66.17807899965555,,0.0,1.0,0.0,0.99
BWAF,1024.0,109.8251990006247,,0.0,0.0,0.0,0.99
CDDM,8944.0,96.25153399974806,,0.0,0.0,0.0,0.99
CUSUM,880.0,36.45468600007007,,0.0,0.0,0.0,0.99
DDM,856.0,38.01854599805665,,0.0,0.0,0.0,0.99
EDDM,1472.0,34.63223200014909,,0.0,2.0,0.0,0.99
EWMA,960.0,39.884812002128456,,0.0,2.0,0.0,0.99
FHDDM,1720.0,36.45214299831423,,0.0,0.0,0.0,0.99
FHDDMS,1896.0,51.337209999474,,0.0,0.0,0.0,0.99
FHDDMS.add,1224.0,39.68787700068788,,0.0,0.0,0.0,0.99
HDDM.A.test,1168.0,49.91642800086993,,0.0,0.0,0.0,0.99
HDDM.W.test,2520.0,52.954810998926405,,0.0,0.0,0.0,0.99
MDDM.A.100,1952.0,91.0037760004343,,0.0,0.0,0.0,0.99
MDDM.E.100,1944.0,67.46150099934312,,0.0,0.0,0.0,0.99
MDDM.G.100,1944.0,70.57564500064473,,0.0,0.0,0.0,0.99
NO_DETECTION,320.0,33.06367500044871,,0.0,0.0,0.0,0.99
PageHinkley,960.0,36.40089599866769,,0.0,0.0,0.0,0.99
RDDM,63976.0,53.3586000019568,,0.0,0.0,0.0,0.99
SeqDrift2,30272.0,49.15976699703606,,0.0,1.0,0.0,0.99
ADWIN,6320.0,65.86544599849731,,0.0,1.0,0.0,0.99
BWAF,1024.0,100.8607639996626,,0.0,1.0,0.0,0.99
CDDM,8944.0,93.85842000119737,,0.0,0.0,0.0,0.99
CUSUM,880.0,35.97656800047844,,0.0,0.0,0.0,0.99
DDM,856.0,38.26615100115305,,0.0,0.0,0.0,0.99
EDDM,1472.0,35.4983010001888,,0.0,5.0,0.0,0.99
EWMA,960.0,41.25830799966934,,0.0,1.0,0.0,0.99
FHDDM,1720.0,48.34951299926615,,0.0,0.0,0.0,0.99
FHDDMS,1896.0,63.35743999807164,,0.0,0.0,0.0,0.99
FHDDMS.add,1224.0,39.90256799806957,,0.0,0.0,0.0,0.99
HDDM.A.test,1168.0,49.53839600057108,,0.0,0.0,0.0,0.99
HDDM.W.test,2520.0,51.851505999366054,,0.0,0.0,0.0,0.99
MDDM.A.100,1976.0,91.4923819982505,,0.0,0.0,0.0,0.99
MDDM.E.100,1944.0,67.25957200251287,,0.0,0.0,0.0,0.99
MDDM.G.100,1944.0,69.36662400039495,,0.0,0.0,0.0,0.99
NO_DETECTION,320.0,33.8730450021103,,0.0,0.0,0.0,0.99
PageHinkley,960.0,46.61779000161914,,0.0,0.0,0.0,0.99
RDDM,63976.0,39.66399500131956,,0.0,0.0,0.0,0.99
SeqDrift2,30272.0,45.59509200043976,,0.0,1.0,0.0,0.99
ADWIN,6344.0,66.29728799816803,,0.0,1.0,0.0,0.99
BWAF,1024.0,99.27999899809947,,0.0,2.0,0.0,0.99
CDDM,8944.0,93.85807999933604,,0.0,0.0,0.0,0.99
CUSUM,880.0,36.62846600127523,,0.0,0.0,0.0,0.99
DDM,856.0,38.12364700206672,,0.0,0.0,0.0,0.99
EDDM,1472.0,46.28297599992948,,0.0,5.0,0.0,0.99
EWMA,920.0,53.75450800056569,,0.0,4.0,0.0,0.99
FHDDM,1720.0,36.038790000020526,,0.0,0.0,0.0,0.99
FHDDMS,1896.0,51.603247000457486,,0.0,0.0,0.0,0.99
FHDDMS.add,1224.0,40.89118499905453,,0.0,0.0,0.0,0.99
HDDM.A.test,1168.0,49.70732800211408,,0.0,0.0,0.0,0.99
HDDM.W.test,2520.0,52.087418000155594,,0.0,0.0,0.0,0.99
MDDM.A.100,1952.0,91.76500299872714,,0.0,0.0,0.0,0.99
MDDM.E.100,1968.0,66.27140099953976,,0.0,0.0,0.0,0.99
MDDM.G.100,1944.0,85.19348399931914,,0.0,0.0,0.0,0.99
NO_DETECTION,320.0,33.02768999856198,,0.0,0.0,0.0,0.99
PageHinkley,960.0,35.54894599801628,,0.0,0.0,0.0,0.99
RDDM,63976.0,41.37840200201026,,0.0,0.0,0.0,0.99
SeqDrift2,30272.0,47.436450000532204,,0.0,1.0,0.0,0.99
ADWIN,6320.0,65.2439619989309,,0.0,1.0,0.0,0.99
BWAF,1024.0,99.07012099938584,,0.0,0.0,0.0,0.99
CDDM,8944.0,93.50319200166268,,0.0,0.0,0.0,0.99
CUSUM,880.0,36.01257899936172,,0.0,0.0,0.0,0.99
DDM,856.0,37.428566996823065,,0.0,1.0,0.0,0.99
EDDM,1472.0,34.180951999587705,,0.0,1.0,0.0,0.99
EWMA,960.0,40.53574300269247,,0.0,3.0,0.0,0.99
FHDDM,1720.0,36.56189300090773,,0.0,0.0,0.0,0.99
FHDDMS,1896.0,52.599651000491576,,0.0,0.0,0.0,0.99
FHDDMS.add,1224.0,39.5705029986857,,0.0,0.0,0.0,0.99
HDDM.A.test,1168.0,49.163674000737956,,0.0,1.0,0.0,0.99
HDDM.W.test,2520.0,63.346468999952776,,0.0,0.0,0.0,0.99
MDDM.A.100,1952.0,91.22727599969949,,0.0,0.0,0.0,0.99
MDDM.E.100,1944.0,67.80524499845342,,0.0,0.0,0.0,0.99
MDDM.G.100,1944.0,69.73294500130578,,0.0,0.0,0.0,0.99
NO_DETECTION,320.0,33.33783299967763,,0.0,0.0,0.0,0.99
PageHinkley,960.0,35.61244299999089,,0.0,0.0,0.0,0.99
RDDM,63976.0,41.91342500052997,,0.0,0.0,0.0,0.99
SeqDrift2,30272.0,45.69268400155124,,0.0,1.0,0.0,0.99
ADWIN,6352.0,78.27336500122328,,0.0,1.0,0.0,0.99
BWAF,1024.0,113.19839999850956,,0.0,2.0,0.0,0.99
CDDM,8944.0,114.26845700043486,,0.0,0.0,0.0,0.99
CUSUM,880.0,36.63182599848369,,0.0,0.0,0.0,0.99
DDM,856.0,37.44880399972317,,0.0,0.0,0.0,0.99
EDDM,1472.0,33.18575700177462,,0.0,5.0,0.0,0.99
EWMA,960.0,40.58802299914532,,0.0,1.0,0.0,0.99
FHDDM,1720.0,35.78606099836179,,0.0,0.0,0.0,0.99
FHDDMS,1896.0,52.46221899869852,,0.0,0.0,0.0,0.99
FHDDMS.add,1224.0,40.77760899963323,,0.0,0.0,0.0,0.99
HDDM.A.test,1160.0,50.241967001056764,,0.0,0.0,0.0,0.99
HDDM.W.test,2520.0,52.21080499904929,,0.0,0.0,0.0,0.99
MDDM.A.100,1952.0,91.5311759999895,,0.0,0.0,0.0,0.99
MDDM.E.100,1944.0,66.10788400212186,,0.0,0.0,0.0,0.99
MDDM.G.100,1944.0,69.41573900257936,,0.0,0.0,0.0,0.99
NO_DETECTION,320.0,33.65388900056132,,0.0,0.0,0.0,0.99
PageHinkley,960.0,35.54417600025772,,0.0,0.0,0.0,0.99
RDDM,63944.0,40.46750300040003,,0.0,0.0,0.0,0.99
SeqDrift2,30272.0,52.32712200086098,,0.0,1.0,0.0,0.99
ADWIN,6376.0,75.81011000002036,,0.0,1.0,0.0,0.99
BWAF,1024.0,99.72739200020442,,0.0,0.0,0.0,0.99
CDDM,8944.0,93.59146400311147,,0.0,0.0,0.0,0.99
CUSUM,880.0,36.40793399972608,,0.0,0.0,0.0,0.99
DDM,856.0,39.59929099801229,,0.0,0.0,0.0,0.99
EDDM,1472.0,34.39805299785803,,0.0,1.0,0.0,0.99
EWMA,952.0,40.00737999740522,,0.0,3.0,0.0,0.99
FHDDM,1744.0,36.21058199860272,,0.0,0.0,0.0,0.99
FHDDMS,1920.0,64.3178309983341,,0.0,0.0,0.0,0.99
FHDDMS.add,1224.0,51.48293399906834,,0.0,0.0,0.0,0.99
HDDM.A.test,1168.0,56.961234000482364,,0.0,0.0,0.0,0.99
HDDM.W.test,2520.0,52.425055000639986,,0.0,0.0,0.0,0.99
MDDM.A.100,1952.0,92.17816599993967,,0.0,0.0,0.0,0.99
MDDM.E.100,1944.0,66.13223200110951,,0.0,0.0,0.0,0.99
MDDM.G.100,1968.0,69.44960200053174,,0.0,0.0,0.0,0.99
NO_DETECTION,320.0,33.31317799893441,,0.0,0.0,0.0,0.99
PageHinkley,960.0,36.086015999899246,,0.0,0.0,0.0,0.99
RDDM,63976.0,39.84013000081177,,0.0,1.0,0.0,0.99
SeqDrift2,30272.0,56.208605998108396,,0.0,1.0,0.0,0.99
ADWIN,6288.0,65.86463499843376,,0.0,1.0,0.0,0.99
BWAF,1024.0,98.83325299961143,,0.0,1.0,0.0,0.99
CDDM,8944.0,92.77369499977794,,0.0,0.0,0.0,0.99
CUSUM,880.0,38.315860998409335,,0.0,0.0,0.0,0.99
DDM,856.0,37.41325500232051,,0.0,0.0,0.0,0.99
EDDM,1472.0,34.17163099948084,,0.0,5.0,0.0,0.99
EWMA,960.0,40.33390700351447,,0.0,1.0,0.0,0.99
FHDDM,1720.0,36.55101500044111,,0.0,0.0,0.0,0.99
FHDDMS,1896.0,51.22879299960914,,0.0,0.0,0.0,0.99
FHDDMS.add,1224.0,39.42902500057244,,0.0,0.0,0.0,0.99
HDDM.A.test,1168.0,49.665612998069264,,0.0,0.0,0.0,0.99
HDDM.W.test,2520.0,52.0275449998735,,0.0,0.0,0.0,0.99
MDDM.A.100,1976.0,90.72787699915352,,0.0,0.0,0.0,0.99
MDDM.E.100,1944.0,65.5697340007464,,0.0,0.0,0.0,0.99
MDDM.G.100,1944.0,79.88595099959639,,0.0,0.0,0.0,0.99
NO_DETECTION,320.0,33.162413998070406,,0.0,0.0,0.0,0.99
PageHinkley,960.0,36.462165000557434,,0.0,0.0,0.0,0.99
